NC_009926.1	Acaryochloris marina MBIC11017 plasmid pREB1, complete sequence.	374161	11	Bacteria;Cyanobacteria;Chroococcales;Acaryochloris
NC_009927.1	Acaryochloris marina MBIC11017 plasmid pREB2, complete sequence.	356087	11	Bacteria;Cyanobacteria;Chroococcales;Acaryochloris
NC_009928.1	Acaryochloris marina MBIC11017 plasmid pREB3, complete sequence.	273121	11	Bacteria;Cyanobacteria;Chroococcales;Acaryochloris
NC_009929.1	Acaryochloris marina MBIC11017 plasmid pREB4, complete sequence.	226680	11	Bacteria;Cyanobacteria;Chroococcales;Acaryochloris
NC_009930.1	Acaryochloris marina MBIC11017 plasmid pREB5, complete sequence.	177162	11	Bacteria;Cyanobacteria;Chroococcales;Acaryochloris
NC_009931.1	Acaryochloris marina MBIC11017 plasmid pREB6, complete sequence.	172728	11	Bacteria;Cyanobacteria;Chroococcales;Acaryochloris
NC_009932.1	Acaryochloris marina MBIC11017 plasmid pREB7, complete sequence.	155110	11	Bacteria;Cyanobacteria;Chroococcales;Acaryochloris
NC_009933.1	Acaryochloris marina MBIC11017 plasmid pREB8, complete sequence.	120693	11	Bacteria;Cyanobacteria;Chroococcales;Acaryochloris
NC_009934.1	Acaryochloris marina MBIC11017 plasmid pREB9, complete sequence.	2133	11	Bacteria;Cyanobacteria;Chroococcales;Acaryochloris
NC_017104.1	Acetobacter pasteurianus IFO 3283-01-42C plasmid pAPA42C_011, complete sequence.	191799	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017105.1	Acetobacter pasteurianus IFO 3283-01-42C plasmid pAPA42C_020, complete sequence.	182940	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017106.1	Acetobacter pasteurianus IFO 3283-01-42C plasmid pAPA42C_040, complete sequence.	3204	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017107.1	Acetobacter pasteurianus IFO 3283-01-42C plasmid pAPA42C_050, complete sequence.	3035	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017151.1	Acetobacter pasteurianus IFO 3283-01-42C plasmid pAPA42C_030, complete sequence.	49961	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017152.1	Acetobacter pasteurianus IFO 3283-01-42C plasmid pAPA42C_060, complete sequence.	1815	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_013210.1	Acetobacter pasteurianus IFO 3283-01 plasmid pAPA01-011, complete sequence.	191799	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_013211.1	Acetobacter pasteurianus IFO 3283-01 plasmid pAPA01-020, complete sequence.	182940	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_013212.1	Acetobacter pasteurianus IFO 3283-01 plasmid pAPA01-030, complete sequence.	49961	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_013213.1	Acetobacter pasteurianus IFO 3283-01 plasmid pAPA01-040, complete sequence.	3204	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_013214.1	Acetobacter pasteurianus IFO 3283-01 plasmid pAPA01-050, complete sequence.	3035	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_013215.1	Acetobacter pasteurianus IFO 3283-01 plasmid pAPA01-060, complete sequence.	1815	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017101.1	Acetobacter pasteurianus IFO 3283-03 plasmid pAPA03-010, complete sequence.	191427	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017109.1	Acetobacter pasteurianus IFO 3283-03 plasmid pAPA03-060, complete sequence.	1815	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017118.1	Acetobacter pasteurianus IFO 3283-03 plasmid pAPA03-020, complete sequence.	182940	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017119.1	Acetobacter pasteurianus IFO 3283-03 plasmid pAPA03-030, complete sequence.	49961	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017120.1	Acetobacter pasteurianus IFO 3283-03 plasmid pAPA03-050, complete sequence.	3035	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017142.1	Acetobacter pasteurianus IFO 3283-03 plasmid pAPA03-040, complete sequence.	3204	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017110.1	Acetobacter pasteurianus IFO 3283-07 plasmid pAPA07-030, complete sequence.	49961	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017122.1	Acetobacter pasteurianus IFO 3283-07 plasmid pAPA07-020, complete sequence.	182940	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017123.1	Acetobacter pasteurianus IFO 3283-07 plasmid pAPA07-040, complete sequence.	3204	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017124.1	Acetobacter pasteurianus IFO 3283-07 plasmid pAPA07-060, complete sequence.	1815	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017143.1	Acetobacter pasteurianus IFO 3283-07 plasmid pAPA07-010, complete sequence.	191427	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017144.1	Acetobacter pasteurianus IFO 3283-07 plasmid pAPA07-050, complete sequence.	3035	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017113.1	Acetobacter pasteurianus IFO 3283-12 plasmid pAPA12-020, complete sequence.	182940	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017114.1	Acetobacter pasteurianus IFO 3283-12 plasmid pAPA12-030, complete sequence.	49961	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017115.1	Acetobacter pasteurianus IFO 3283-12 plasmid pAPA12-040, complete sequence.	3204	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017116.1	Acetobacter pasteurianus IFO 3283-12 plasmid pAPA12-050, complete sequence.	3035	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017136.1	Acetobacter pasteurianus IFO 3283-12 plasmid pAPA12-014, complete sequence.	191411	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017137.1	Acetobacter pasteurianus IFO 3283-12 plasmid pAPA12-060, complete sequence.	1815	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017117.1	Acetobacter pasteurianus IFO 3283-22 plasmid pAPA22-010, complete sequence.	191427	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017126.1	Acetobacter pasteurianus IFO 3283-22 plasmid pAPA22-020, complete sequence.	182940	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017127.1	Acetobacter pasteurianus IFO 3283-22 plasmid pAPA22-030, complete sequence.	49961	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017128.1	Acetobacter pasteurianus IFO 3283-22 plasmid pAPA22-050, complete sequence.	3035	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017129.1	Acetobacter pasteurianus IFO 3283-22 plasmid pAPA22-060, complete sequence.	1815	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017145.1	Acetobacter pasteurianus IFO 3283-22 plasmid pAPA22-040, complete sequence.	3204	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017130.1	Acetobacter pasteurianus IFO 3283-26 plasmid pAPA26-013, complete sequence.	191419	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017131.1	Acetobacter pasteurianus IFO 3283-26 plasmid pAPA26-020, complete sequence.	182940	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017132.1	Acetobacter pasteurianus IFO 3283-26 plasmid pAPA26-040, complete sequence.	3204	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017133.1	Acetobacter pasteurianus IFO 3283-26 plasmid pAPA26-060, complete sequence.	1815	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017147.1	Acetobacter pasteurianus IFO 3283-26 plasmid pAPA26-030, complete sequence.	49961	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017148.1	Acetobacter pasteurianus IFO 3283-26 plasmid pAPA26-050, complete sequence.	3035	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017102.1	Acetobacter pasteurianus IFO 3283-32 plasmid pAPA32-040, complete sequence.	3204	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
NC_017103.1	Acetobacter pasteurianus IFO 3283-32 plasmid pAPA32-050, complete sequence.	3035	11	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
